school_name,slug,acceptance,city,state,grad_rate,desirability,influence,overall_rank,sat,act,student_body,undergrad_student_body,tuition,domain
"Fremont College",fremont-college,,Cerritos,CA,0.38,,7449,96580,,,1000,0,,fremont.edu
"Atlantic Union College",atlantic-union-college,,,,,,5436,96624,,,,,,
CollegeAmerica,collegeamerica,,,,,,9174,96668,,,,,,
"Great Lakes Christian College",great-lakes-christian-college,,Lansing,MI,0.14,,6736,96712,,,1000,0,17000,glcc.edu
"Central Texas College",central-texas-college,,Killeen,TX,0.15,,4994,96756,,,10000,10000,3000,ctcd.edu
"Mount Vernon Nazarene University",mount-vernon-nazarene-university,0.72,"Mount Vernon",OH,0.62,1394,6986,96800,1100,22,2000,2000,21000,mvnu.edu
"Lutheran Theological Seminary at Gettysburg",lutheran-theological-seminary-at-gettysburg,,Gettysburg,PA,,,4530,99045,,,1000,,,unitedlutheranseminary.edu
"Del Mar College",del-mar-college,,"Corpus Christi",TX,0.13,,5720,99090,,,5000,5000,4000,delmar.edu
"South College",south-college,,Knoxville,TN,0.3,,8833,99135,,,3000,3000,17000,south.edu
"The Master's University","the-master's-university",0.6,"Santa Clarita",CA,0.64,,5496,99180,,,2000,1000,25000,masters.edu
"University of Mobile",university-of-mobile,0.67,Mobile,AL,0.49,864,7008,99225,1085,23,1000,1000,24000,umobile.edu
"Tufts University Graduate School of Biomedical Sciences",tufts-university-graduate-school-of-biomedical-sciences,,,,,,6001,99270,,,,,,
"Bergen Community College",bergen-community-college,,Paramus,NJ,0.22,,6602,99315,,,10000,10000,8000,bergen.edu
"Spartan College of Aeronautics and Technology",spartan-college-of-aeronautics-and-technology,,Tulsa,OK,0.67,,7255,99360,,,1000,1000,21000,spartan.edu
"Temple College",temple-college,,Temple,TX,0.15,,5417,99405,,,3000,3000,4000,templejc.edu
"Welch College",welch-college,,Gallatin,TN,0.72,,7134,99450,,,1000,0,20000,welch.edu
"Lincoln Land Community College",lincoln-land-community-college,,Springfield,IL,0.38,,6158,99540,,,4000,4000,7000,llcc.edu
"Umpqua Community College",umpqua-community-college,,Roseburg,OR,0.28,,6967,99585,,,1000,1000,5000,umpqua.edu
"Miami University Hamilton",miami-university-hamilton,,Hamilton,OH,0.16,,5850,99630,,,2000,2000,7000,miamioh.edu
"Montana State University Billings",montana-state-university-billings,,Billings,MT,0.28,,4521,99675,,,3000,3000,6000,msubillings.edu
"Pacific Northwest University of Health Sciences",pacific-northwest-university-of-health-sciences,,Yakima,WA,,,9171,99720,,,,,,pnwu.edu
"Blackburn College",blackburn-college,0.55,Carlinville,IL,0.45,1464,3428,99765,1010,20,1000,1000,24000,blackburn.edu
"University of Pittsburgh at Greensburg",university-of-pittsburgh-at-greensburg,0.9,Greensburg,PA,0.36,838,6326,99810,1100,22,1000,1000,14000,pitt.edu
"Spencerian College",spencerian-college,,,,,,7123,99855,,,,,,
"Salter College",salter-college,,"West Boylston",MA,,,8425,99900,,,,,,
"University of Antelope Valley",university-of-antelope-valley,,,,,,7070,99945,,,,,,
"Lake Superior College",lake-superior-college,,Duluth,MN,0.4,,8976,99990,,,3000,3000,5000,lsc.edu
"New England Institute of Art",new-england-institute-of-art,,,,,,7585,100035,,,,,,
"Northeastern Oklahoma A&M College",northeastern-oklahoma-a&m-college,,Miami,OK,0.22,,6009,100080,,,2000,2000,5000,neo.edu
"Mitchell Hamline School of Law",mitchell-hamline-school-of-law,,,,,,6983,100125,,,,,,
"Divine Mercy University",divine-mercy-university,,,,,,6660,100170,,,,,,
"San Diego Community College District",san-diego-community-college-district,,,,,,5736,100215,,,,,,
"Westmoreland County Community College",westmoreland-county-community-college,,Youngwood,PA,0.19,,6522,100260,,,3000,3000,9000,wccc.edu
"Urshan Graduate School of Theology",urshan-graduate-school-of-theology,,Wentzville,MO,,,6945,100305,,,1000,,,ugst.edu
"Boricua College",boricua-college,,"New York",NY,0.87,,6006,100350,,,1000,1000,11000,boricuacollege.edu
"Instituto de Banca y Comercio",instituto-de-banca-y-comercio,,Guaynabo,PR,,,7513,100395,,,11000,11000,,
"Corban University",corban-university,0.48,Salem,OR,0.5,192,6872,100440,1125,22,1000,1000,33000,corban.edu
"Chattanooga State Community College",chattanooga-state-community-college,,Chattanooga,TN,0.21,,7154,100485,,,5000,5000,4000,chattanoogastate.edu
"Rogue Community College",rogue-community-college,,"Grants Pass",OR,0.11,,6007,100530,,,3000,3000,5000,roguecc.edu
"University of Montana Western",university-of-montana-western,0.52,Dillon,MT,0.47,172,6273,100575,1005,19,1000,1000,6000,umwestern.edu
"Taft Law School",taft-law-school,,,,,,8704,100620,,,,,,
"Davenport College",davenport-college,,,,,,6271,100665,,,,,,
"Gutenberg College",gutenberg-college,,,,,,4562,100710,,,,,,
"Louisville Presbyterian Theological Seminary",louisville-presbyterian-theological-seminary,,Louisville,KY,,,5157,100755,,,1000,,,lpts.edu
"Penn State Altoona",penn-state-altoona,,Altoona,PA,,602,4814,100800,,,3000,3000,15000,psu.edu
"Western Texas College",western-texas-college,,Snyder,TX,0.51,,5634,100845,,,1000,1000,4000,wtc.edu
"Lincoln Law School of San Jose",lincoln-law-school-of-san-jose,,,,,,5627,100890,,,,,,
"Central Baptist Theological Seminary of Minneapolis",central-baptist-theological-seminary-of-minneapolis,,,,,,6991,100935,,,,,,
"El Paso Community College",el-paso-community-college,,"El Paso",TX,0.23,,6045,100980,,,17000,17000,3000,epcc.edu
"Mount Vernon Seminary and College",mount-vernon-seminary-and-college,,,,,,8921,101025,,,,,,
"Adler University",adler-university,,Chicago,IL,,,3647,101070,,,1000,,,adler.edu
"Contra Costa College",contra-costa-college,,"San Pablo",CA,0.21,,6415,101115,,,4000,4000,1000,contracosta.edu
"Lone Mountain College",lone-mountain-college,,,,,,5612,101160,,,,,,
"Lebanon College",lebanon-college,,,,,,8462,101205,,,,,,
"San Jose City College",san-jose-city-college,,"San Jose",CA,0.25,,6633,101250,,,5000,5000,1000,sjcc.edu
"Central Arizona College",central-arizona-college,,Coolidge,AZ,0.16,,6788,103546,,,3000,3000,3000,centralaz.edu
"St. Mary's Dominican College","st.-mary's-dominican-college",,,,,,5734,103592,,,,,,
"Providence Christian College",providence-christian-college,0.42,Pasadena,CA,0.29,809,9859,103638,,,1000,0,32000,providencecc.edu
"Shasta College",shasta-college,,Redding,CA,0.23,,6897,103684,,,6000,6000,1000,shastacollege.edu
"Avila University",avila-university,0.42,"Kansas City",MO,0.51,831,6908,103730,1082,21,2000,1000,21000,avila.edu
"Raritan Valley Community College",raritan-valley-community-college,,Branchburg,NJ,0.27,1320,5326,103776,,,5000,5000,6000,raritanval.edu
"American National University",american-national-university,,,,,,6414,103822,,,,,,
"Northern Oklahoma College",northern-oklahoma-college,,Tonkawa,OK,0.38,,5647,103914,,,3000,3000,3000,noc.edu
"Moore College of Art and Design",moore-college-of-art-and-design,0.5,Philadelphia,PA,0.55,1092,4574,103960,1175,25,1000,0,43000,moore.edu
"Coastal Bend College",coastal-bend-college,,Beeville,TX,0.23,,4228,104006,,,3000,3000,5000,coastalbend.edu
"Rochester University",rochester-university,,,,,,5149,104052,,,,,,
"Joint Special Operations University",joint-special-operations-university,,,,,,6080,104098,,,,,,
"Landmark College",landmark-college,0.55,Putney,VT,0.34,,6842,104144,,,1000,0,59000,landmark.edu
"Lamar Institute of Technology",lamar-institute-of-technology,,Beaumont,TX,0.32,,3959,104190,,,2000,2000,4000,lit.edu
"Saint James School of Medicine",saint-james-school-of-medicine,,,,,,8052,104236,,,,,,
"Cape Fear Community College",cape-fear-community-college,,Wilmington,NC,0.26,,7493,104282,,,6000,6000,3000,cfcc.edu
"Capital Community College",capital-community-college,,Hartford,CT,0.11,,6843,104328,,,2000,2000,5000,ccc.commnet.edu
"Western Nevada College",western-nevada-college,,"Carson City",NV,0.27,,6894,104374,,,2000,2000,3000,wnc.edu
"Florida Technical College",florida-technical-college,,,,,,6370,104420,,,,,,
"Everglades University",everglades-university,0.75,"Boca Raton",FL,0.58,,7924,104466,,,2000,1000,18000,evergladesuniversity.edu
"Louisiana Tech University College of Education",louisiana-tech-university-college-of-education,,,,,,6410,104512,,,,,,
"National Hispanic University",national-hispanic-university,,,,,,7770,104558,,,,,,
"Saint Vincent Archabbey",saint-vincent-archabbey,,,,,,6611,104604,,,,,,
"Faith Theological Seminary",faith-theological-seminary,,,,,,2484,104650,,,,,,
"East Texas Baptist University",east-texas-baptist-university,0.92,Marshall,TX,0.35,637,4937,104696,1020,19,1000,1000,27000,etbu.edu
"Charleston School of Law",charleston-school-of-law,,Charleston,SC,,,6099,104742,,,1000,,,charlestonlaw.edu
"University of Virginia Center for Politics",university-of-virginia-center-for-politics,,,,,,7514,104788,,,,,,
"Oikos University",oikos-university,,,,,,9922,104834,,,,,,
"Porter and Chester Institute",porter-and-chester-institute,,Stratford,CT,0.64,,6056,104880,,,3000,3000,17000,porterchester.edu
"Aims Community College",aims-community-college,,Greeley,CO,0.35,,6046,104926,,,4000,4000,3000,aims.edu
"Brescia University",brescia-university,0.48,Owensboro,KY,0.36,688,6106,104972,1130,23,1000,1000,24000,brescia.edu
"Morris College",morris-college,,Sumter,SC,0.26,,4368,105018,,,1000,1000,14000,morris.edu
"Benedictine University at Springfield",benedictine-university-at-springfield,,,,,,8557,105064,,,,,,
"Savannah Law School",savannah-law-school,,,,,,7402,105110,,,,,,
"Hotel Ezra Cornell",hotel-ezra-cornell,,,,,,6703,105156,,,,,,
"Middlesex University",middlesex-university,,,,,,5118,105202,,,,,,
"Wilson College",wilson-college,0.92,Chambersburg,PA,0.5,971,3996,105248,1050,21,1000,1000,25000,wilson.edu
"Lexington Theological Seminary",lexington-theological-seminary,,Lexington,KY,,,5378,105294,,,1000,,,lextheo.edu
"Berkshire Community College",berkshire-community-college,,Pittsfield,MA,0.21,,5591,105340,,,1000,1000,5000,berkshirecc.edu
"South Plains College",south-plains-college,,Levelland,TX,0.21,,6524,105386,,,5000,5000,4000,southplainscollege.edu
"Mansfield University of Pennsylvania",mansfield-university-of-pennsylvania,0.96,Mansfield,PA,0.51,296,5239,105432,1020,19,2000,1000,11000,mansfield.edu
"Kirkwood Community College",kirkwood-community-college,,"Cedar Rapids",IA,0.33,,7174,105478,,,9000,9000,5000,kirkwood.edu
"Luther Rice College & Seminary",luther-rice-college-&-seminary,0.39,Lithonia,GA,0.25,706,6277,105524,,,1000,0,8000,lutherrice.edu
"College of the Ozarks",college-of-the-ozarks,0.14,"Point Lookout",MO,0.6,60,5148,105570,1084,23,2000,2000,20000,cofo.edu
"Princeton University Department of Mathematics",princeton-university-department-of-mathematics,,,,,,6195,105616,,,,,,
"Northwest Mississippi Community College",northwest-mississippi-community-college,,Senatobia,MS,0.34,,7392,105662,,,6000,6000,3000,northwestms.edu
"Great Bay Community College",great-bay-community-college,,Portsmouth,NH,0.3,,7878,105708,,,1000,1000,7000,greatbay.edu
"Lake Washington Institute of Technology",lake-washington-institute-of-technology,,Kirkland,WA,0.39,,8173,105754,,,3000,3000,4000,lwtech.edu
"Empire College",empire-college,,"Santa Rosa",CA,0.59,,8485,105800,,,1000,0,,empcol.edu
"Irell & Manella Graduate School of Biological Sciences",irell-&-manella-graduate-school-of-biological-sciences,,Duarte,CA,,,7259,108147,,,1000,,,
"Mount Aloysius College",mount-aloysius-college,0.95,Cresson,PA,0.46,701,5971,108194,,,1000,1000,24000,mtaloy.edu
"Armand Hammer United World College of the American West",armand-hammer-united-world-college-of-the-american-west,,,,,,6884,108241,,,,,,
"Shoreline Community College",shoreline-community-college,,Shoreline,WA,0.35,,6928,108288,,,5000,5000,4000,shoreline.edu
"Huston–Tillotson University","huston–tillotson-university",0.56,Austin,TX,0.31,785,4196,108335,890,16,1000,1000,14000,htu.edu
"Paris Junior College",paris-junior-college,,Paris,TX,0.37,,5559,108382,,,3000,3000,3000,parisjc.edu
"Grand Rapids Community College",grand-rapids-community-college,,"Grand Rapids",MI,0.17,,3342,108429,,,9000,9000,8000,grcc.edu
"The Art Institute of Seattle",the-art-institute-of-seattle,,,,,,6641,108476,,,,,,
"Rowan College at Burlington County",rowan-college-at-burlington-county,,"Mount Laurel",NJ,0.28,,7030,108523,,,6000,6000,5000,rcbc.edu
"Auguste Escoffier School of Culinary Arts",auguste-escoffier-school-of-culinary-arts,,Boulder,CO,0.52,,9608,108570,,,4000,4000,,escoffier.edu
"Tyndale Theological Seminary",tyndale-theological-seminary,,,,,,7769,108617,,,,,,
"Polytechnic University of Puerto Rico",polytechnic-university-of-puerto-rico,,"Hato Rey",PR,0.24,,8384,108664,,,4000,3000,9000,pupr.edu
"Cazenovia College",cazenovia-college,0.72,Cazenovia,NY,0.58,904,2210,108711,,,1000,1000,36000,cazenovia.edu
"St. John's Seminary","st.-john's-seminary",,Camarillo,CA,,,6364,108758,,,1000,,,
"Guam Community College",guam-community-college,,Mangilao,GU,0.18,,6192,108805,,,1000,1000,3000,guamcc.edu
"Milton College",milton-college,,,,,,5510,108852,,,,,,
"Aiken Technical College",aiken-technical-college,,Graniteville,SC,0.26,,7639,108899,,,2000,2000,5000,atc.edu
"Missouri Baptist University",missouri-baptist-university,0.65,"Saint Louis",MO,0.35,200,7638,108946,1010,21,3000,2000,28000,mobap.edu
"Pitt Community College",pitt-community-college,,Winterville,NC,0.23,,4920,108993,,,6000,6000,2000,pittcc.edu
"Bethune–Cookman University","bethune–cookman-university",0.98,"Daytona Beach",FL,0.33,,4952,109040,925,16,4000,4000,15000,cookman.edu
"Rensselaer at Hartford",rensselaer-at-hartford,,Hartford,CT,,,4283,109087,,,1000,,,rpi.edu
"College of Western Idaho",college-of-western-idaho,,Nampa,ID,0.23,,7851,109134,,,7000,7000,4000,cwidaho.cc
"Harrington College of Design",harrington-college-of-design,,,,,,7967,109181,,,,,,
"Crowley's Ridge College","crowley's-ridge-college",,Paragould,AR,0.39,,8026,109228,,,1000,0,15000,
"Saint Vladimir's Orthodox Theological Seminary","saint-vladimir's-orthodox-theological-seminary",,Yonkers,NY,,,4370,109275,,,1000,,,svots.edu
"Coffeyville Community College",coffeyville-community-college,,Coffeyville,KS,0.41,,8155,109322,,,1000,1000,3000,coffeyville.edu
"Northland College",northland-college,0.64,Ashland,WI,0.56,788,1276,109369,,,1000,1000,38000,northland.edu
"University of South Carolina Lancaster",university-of-south-carolina-lancaster,0.75,Lancaster,SC,0.22,218,9649,109416,1005,17,1000,1000,8000,sc.edu
"Colorado Mountain College",colorado-mountain-college,,"Glenwood Springs",CO,0.25,,5602,109463,,,3000,3000,5000,coloradomtn.edu
"The College at Southeastern",the-college-at-southeastern,,,,,,7966,109510,,,,,,
"Bunker Hill Community College",bunker-hill-community-college,,Boston,MA,0.15,,5897,109557,,,8000,8000,5000,bhcc.mass.edu
